#Code  ; Glyph                               ; Prio # Source
0x00EA ; ecirc                               ; 4    # XHTML Substitute
0x00EB ; edieresis                           ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER E WITH DIAERESIS
0x00EB ; euml                                ; 4    # XHTML Substitute
0x00EC ; igrave                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER I WITH GRAVE
0x00ED ; iacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER I WITH ACUTE
0x00EE ; icircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER I WITH CIRCUMFLEX
0x00EE ; icirc                               ; 4    # XHTML Substitute
0x00EF ; idieresis                           ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER I WITH DIAERESIS
0x00EF ; iuml                                ; 4    # XHTML Substitute
0x00F0 ; eth                                 ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER ETH
0x00F1 ; ntilde                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER N WITH TILDE
0x00F2 ; ograve                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER O WITH GRAVE
0x00F3 ; oacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER O WITH ACUTE
0x00F4 ; ocircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER O WITH CIRCUMFLEX
0x00F4 ; ocirc                               ; 4    # XHTML Substitute
0x00F5 ; otilde                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER O WITH TILDE
0x00F6 ; odieresis                           ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER O WITH DIAERESIS
0x00F6 ; ouml                                ; 4    # XHTML Substitute
0x00F7 ; divide                              ; 0    # Adobe Glyph List FN (v1.3) # DIVISION SIGN
0x00F8 ; oslash                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER O WITH STROKE
0x00F9 ; ugrave                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER U WITH GRAVE
0x00FA ; uacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER U WITH ACUTE
0x00FB ; ucircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER U WITH CIRCUMFLEX
0x00FB ; ucirc                               ; 4    # XHTML Substitute
0x00FC ; udieresis                           ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER U WITH DIAERESIS
0x00FC ; uuml                                ; 4    # XHTML Substitute
0x00FD ; yacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER Y WITH ACUTE
0x00FE ; thorn                               ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER THORN
0x00FF ; ydieresis                           ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER Y WITH DIAERESIS
0x00FF ; yuml                                ; 4    # XHTML Substitute
0x0100 ; Amacron                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER A WITH MACRON
0x0100 ; Amacr                               ; 5    # SGML Substitute
0x0101 ; amacron                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER A WITH MACRON
0x0101 ; amacr                               ; 5    # SGML Substitute
0x0102 ; Abreve                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER A WITH BREVE
0x0103 ; abreve                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER A WITH BREVE
0x0104 ; Aogonek                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER A WITH OGONEK
0x0104 ; Aogon                               ; 5    # SGML Substitute
0x0105 ; aogonek                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER A WITH OGONEK
0x0105 ; aogon                               ; 5    # SGML Substitute
0x0106 ; Cacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER C WITH ACUTE
0x0107 ; cacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER C WITH ACUTE
0x0108 ; Ccircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER C WITH CIRCUMFLEX
0x0108 ; Ccirc                               ; 5    # SGML Substitute
0x0109 ; ccircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER C WITH CIRCUMFLEX
0x0109 ; ccirc                               ; 5    # SGML Substitute
0x010A ; Cdotaccent                          ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER C WITH DOT ABOVE
0x010A ; Cdot                                ; 5    # SGML Substitute
0x010A ; Cdot                                ; 6    # Adobe Glyph List (Sept/02)
0x010B ; cdotaccent                          ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER C WITH DOT ABOVE
0x010B ; cdot                                ; 5    # SGML Substitute
0x010B ; cdot                                ; 6    # Adobe Glyph List (Sept/02)
0x010C ; Ccaron                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER C WITH CARON
0x010D ; ccaron                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER C WITH CARON
0x010E ; Dcaron                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER D WITH CARON
0x010F ; dcaron                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER D WITH CARON
0x0110 ; Dcroat                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER D WITH STROKE
0x0110 ; Dstrok                              ; 5    # SGML Substitute
0x0110 ; Dslash                              ; 6    # Adobe Glyph List (Sept/02)
0x0111 ; dcroat                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER D WITH STROKE
0x0111 ; dstrok                              ; 5    # SGML Substitute
0x0111 ; dmacron                             ; 6    # Adobe Glyph List (Sept/02)
0x0112 ; Emacron                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER E WITH MACRON
0x0112 ; Emacr                               ; 5    # SGML Substitute
0x0113 ; emacron                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER E WITH MACRON
0x0113 ; emacr                               ; 5    # SGML Substitute
0x0114 ; Ebreve                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER E WITH BREVE
0x0115 ; ebreve                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER E WITH BREVE
0x0116 ; Edotaccent                          ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER E WITH DOT ABOVE
0x0116 ; Edot                                ; 5    # SGML Substitute
0x0116 ; Edot                                ; 6    # Adobe Glyph List (Sept/02)
0x0117 ; edotaccent                          ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER E WITH DOT ABOVE
0x0117 ; edot                                ; 5    # SGML Substitute
0x0117 ; edot                                ; 6    # Adobe Glyph List (Sept/02)
0x0118 ; Eogonek                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER E WITH OGONEK
0x0118 ; Eogon                               ; 5    # SGML Substitute
0x0119 ; eogonek                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER E WITH OGONEK
0x0119 ; eogon                               ; 5    # SGML Substitute
0x011A ; Ecaron                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER E WITH CARON
0x011B ; ecaron                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER E WITH CARON
0x011C ; Gcircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER G WITH CIRCUMFLEX
0x011C ; Gcirc                               ; 5    # SGML Substitute
0x011D ; gcircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER G WITH CIRCUMFLEX
0x011D ; gcirc                               ; 5    # SGML Substitute
0x011E ; Gbreve                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER G WITH BREVE
0x011F ; gbreve                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER G WITH BREVE
0x0120 ; Gdotaccent                          ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER G WITH DOT ABOVE
0x0120 ; Gdot                                ; 5    # SGML Substitute
0x0120 ; Gdot                                ; 6    # Adobe Glyph List (Sept/02)
0x0121 ; gdotaccent                          ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER G WITH DOT ABOVE
0x0121 ; gdot                                ; 5    # SGML Substitute
0x0121 ; gdot                                ; 6    # Adobe Glyph List (Sept/02)
0x0122 ; Gcommaaccent                        ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER G WITH CEDILLA
0x0122 ; Gcedil                              ; 5    # SGML Substitute
0x0122 ; Gcedilla                            ; 6    # Adobe Glyph List (Sept/02)
0x0123 ; gcommaaccent                        ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER G WITH CEDILLA
0x0123 ; gcedil                              ; 5    # SGML Substitute
0x0123 ; gcedilla                            ; 6    # Adobe Glyph List (Sept/02)
0x0124 ; Hcircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER H WITH CIRCUMFLEX
0x0124 ; Hcirc                               ; 5    # SGML Substitute
0x0125 ; hcircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER H WITH CIRCUMFLEX
0x0125 ; hcirc                               ; 5    # SGML Substitute
0x0126 ; Hbar                                ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER H WITH STROKE
0x0126 ; Hstrok                              ; 5    # SGML Substitute
0x0127 ; hbar                                ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER H WITH STROKE
0x0127 ; hstrok                              ; 5    # SGML Substitute
0x0128 ; Itilde                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER I WITH TILDE
0x0129 ; itilde                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER I WITH TILDE
0x012A ; Imacron                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER I WITH MACRON
0x012A ; Imacr                               ; 5    # SGML Substitute
0x012B ; imacron                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER I WITH MACRON
0x012B ; imacr                               ; 5    # SGML Substitute
0x012C ; Ibreve                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER I WITH BREVE
0x012D ; ibreve                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER I WITH BREVE
0x012E ; Iogonek                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER I WITH OGONEK
0x012E ; Iogon                               ; 5    # SGML Substitute
0x012F ; iogonek                             ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER I WITH OGONEK
0x012F ; iogon                               ; 5    # SGML Substitute
0x0130 ; Idotaccent                          ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER I WITH DOT ABOVE
0x0130 ; Idot                                ; 5    # SGML Substitute
0x0130 ; Idot                                ; 6    # Adobe Glyph List (Sept/02)
0x0131 ; dotlessi                            ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER DOTLESS I
0x0131 ; inodot                              ; 5    # SGML Substitute
0x0132 ; IJ                                  ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LIGATURE IJ
0x0132 ; IJlig                               ; 5    # SGML Substitute
0x0133 ; ij                                  ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LIGATURE IJ
0x0133 ; ijlig                               ; 5    # SGML Substitute
0x0134 ; Jcircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER J WITH CIRCUMFLEX
0x0134 ; Jcirc                               ; 5    # SGML Substitute
0x0135 ; jcircumflex                         ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER J WITH CIRCUMFLEX
0x0135 ; jcirc                               ; 5    # SGML Substitute
0x0136 ; Kcommaaccent                        ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER K WITH CEDILLA
0x0136 ; Kcedil                              ; 5    # SGML Substitute
0x0136 ; Kcedilla                            ; 6    # Adobe Glyph List (Sept/02)
0x0137 ; kcommaaccent                        ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER K WITH CEDILLA
0x0137 ; kcedil                              ; 5    # SGML Substitute
0x0137 ; kcedilla                            ; 6    # Adobe Glyph List (Sept/02)
0x0138 ; kgreenlandic                        ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER KRA
0x0138 ; kgreen                              ; 5    # SGML Substitute
0x0139 ; Lacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER L WITH ACUTE
0x013A ; lacute                              ; 0    # Adobe Glyph List FN (v1.3) # LATIN SMALL LETTER L WITH ACUTE
0x013B ; Lcommaaccent                        ; 0    # Adobe Glyph List FN (v1.3) # LATIN CAPITAL LETTER L WITH CEDILLA
0x013B ; Lcedil                              ; 5    # SGML Substitute
0x013B ; Lcedilla                            ; 6    # Adobe Glyph List (Sept/02)
